record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
88,IB,Iberia,IB4007,CUN,GUA,2024-10-15 20:08:00,2024-10-15 22:44:00,109.0,DELAYED,40.0,A319,ECONOMY,16C,d4d3801d-1161-4d3f-baa3-f8c7fdbfb380,M,37.0,SV,2024-10-09 21:32:00,WEB,PAYPAL,108.8,USD,108.8,1,0
89,AV,Avianca,AV4980,LIM,SAL,2025-09-15 19:09:00,2025-09-16 02:15:00,410.0,ON_TIME,0.0,B739,ECONOMY,45F,685db692-7cc9-4844-be6e-3368a4380aff,M,34.0,SV,2025-07-03 08:02:00,UNKNOWN,TARJETA,135.47,USD,135.47,2,1
90,UA,United,UA1392,SAP,LAX,2025-11-30 09:28:00,2025-11-30 14:57:00,324.0,ON_TIME,0.0,E190,BUSINESS,4B,fb3caeb7-c3e9-4e76-abf7-74df6472ba2a,M,30.0,GT,2025-10-18 08:40:00,CALL_CENTER,TRANSFERENCIA,464.29,USD,464.29,1,0
91,B6,Jetblue,B61482,SAL,MEX,2024-12-03 20:40:00,2024-12-04 03:02:00,384.0,ON_TIME,0.0,CRJ9,ECONOMY,26D,5dd4ad62-0d86-4937-b0bb-019f2e4529e0,F,42.0,CO,2024-10-23 06:23:00,APP,TARJETA,60.34,EUR,65.77,0,0
92,AM,Aeromexico,AM1377,MEX,LIM,2024-11-03 20:19:00,,,CANCELLED,,A321,ECONOMY,,f63aa339-000f-40d6-af01-3eaf62998c3b,F,20.0,ES,2023-11-27 15:18:00,CALL_CENTER,PAYPAL,96.43,USD,96.43,1,0
93,FR,Ryanair,FR1438,BCN,SAL,2025-09-20 14:25:00,2025-09-20 19:52:00,110.0,DELAYED,222.0,B737,PREMIUM_ECONOMY,11A,afbb97ef-83a3-499c-859d-f03d3beaa6e9,M,31.0,CR,2025-07-25 15:00:00,CALL_CENTER,TARJETA,141.17,USD,141.17,1,0
94,UA,United,UA8744,PTY,MAD,2025-09-15 01:29:00,2025-09-15 06:43:00,323.0,DIVERTED,0.0,A320,PREMIUM_ECONOMY,13D,90655cce-4237-4cb4-a757-68670417f057,F,40.0,CO,2025-05-20 06:57:00,AGENCIA,PAYPAL,107.19,USD,107.19,0,0
95,B6,Jetblue,B63301,HAV,BCN,2024-10-28 16:43:00,2024-10-28 20:30:00,226.0,ON_TIME,0.0,A319,ECONOMY,41F,fb19ed4c-9d69-4a6d-ac36-5da56733d3fe,M,22.0,CR,2024-10-23 17:59:00,AGENCIA,PUNTOS,47.93,USD,47.93,1,0
96,AM,Aeromexico,AM2873,SAL,MEX,2024-01-18 00:29:00,2024-01-18 06:14:00,120.0,DELAYED,226.0,B738,ECONOMY,27A,0f5b96ae-d5e1-4398-8f3a-bdb3dbf82fd8,F,28.0,CU,2023-11-27 06:23:00,AGENCIA,TRANSFERENCIA,109.92,USD,109.92,3,2
97,BA,British Airways,BA1771,LIM,MIA,2024-10-31 03:58:00,2024-10-31 09:25:00,335.0,ON_TIME,0.0,B767,ECONOMY,41E,cc388e91-b2a1-4023-b735-34311068d498,F,36.0,SV,2024-02-07 12:49:00,AGENCIA,TARJETA,52.67,USD,52.67,3,2
98,LA,Latam,LA7067,BOG,GUA,2025-11-15 21:23:00,2025-11-16 01:33:00,238.0,ON_TIME,0.0,B757,ECONOMY,31E,d0b44633-dbb3-430b-965f-6e036fbe1345,F,36.0,US,2025-10-25 07:19:00,WEB,TRANSFERENCIA,93.21,USD,93.21,1,0
99,UA,United,UA7716,CUN,MAD,2024-11-13 21:31:00,2024-11-14 07:53:00,401.0,DELAYED,196.0,A321,ECONOMY,37C,82a789a6-ad98-41c5-b06d-61244bb977b4,M,22.0,GT,2024-09-23 02:56:00,CALL_CENTER,EFECTIVO,85.95,USD,85.95,0,0
100,AM,Aeromexico,AM4897,MIA,HAV,2024-10-13 22:08:00,2024-10-14 00:46:00,140.0,ON_TIME,0.0,CRJ9,ECONOMY,24B,e6f2c415-51bf-4656-9e52-ca0a4085cfcf,F,34.0,MX,2024-07-07 23:26:00,WEB,TARJETA,54.6,GTQ,6.99,2,1
101,WN,Southwest,WN9627,HAV,BCN,2025-03-19 21:15:00,2025-03-20 03:45:00,391.0,ON_TIME,0.0,B757,ECONOMY,21B,07fea39d-f0d3-4c9d-8c97-bff3f2d4bc26,F,38.0,MX,2025-03-13 08:10:00,CALL_CENTER,EFECTIVO,99.11,EUR,108.03,1,0
102,B6,Jetblue,B65536,SAP,SJO,2025-12-30 20:20:00,2025-12-30 21:52:00,96.0,ON_TIME,0.0,B738,ECONOMY,25E,157e1840-463a-4ff9-8897-5ef2f901918f,F,48.0,ES,2025-09-11 23:49:00,AEROPUERTO,PUNTOS,117.78,USD,117.78,1,0
103,FR,Ryanair,FR2847,SAL,SJO,2025-11-05 21:28:00,2025-11-06 00:07:00,161.0,ON_TIME,0.0,A320,ECONOMY,40C,95dd8272-8bf0-4c20-af8f-bf151403459a,F,16.0,CR,2025-08-14 19:16:00,CALL_CENTER,EFECTIVO,58.66,MXN,3.4,1,0
104,AM,Aeromexico,AM3388,SJO,SAP,2024-06-03 15:40:00,2024-06-03 21:17:00,185.0,DELAYED,139.0,A320,ECONOMY,45A,15dd8c0c-ece9-477f-b1e9-82c97e351036,M,40.0,CO,2024-03-31 20:12:00,APP,PAYPAL,97.5,USD,97.5,1,0
105,FR,Ryanair,FR1772,GUA,CUN,2025-01-03 05:48:00,2025-01-03 07:41:00,112.0,ON_TIME,0.0,B738,ECONOMY,24E,e88a43b3-e6b4-4512-8b39-d2b9c7166007,F,40.0,CU,2024-11-27 15:51:00,CALL_CENTER,TRANSFERENCIA,313.71,USD,313.71,1,0
106,IB,Iberia,IB5874,PTY,HAV,2025-07-06 07:44:00,2025-07-06 14:11:00,378.0,ON_TIME,0.0,E190,ECONOMY,23A,82f77c04-527c-4cc4-a7ac-cc29a2096a27,M,41.0,CO,2025-04-09 02:58:00,WEB,PAYPAL,121.2,EUR,132.11,1,0
107,AA,American Airlines,AA0886,BCN,BOG,2024-09-04 09:03:00,2024-04-09 13:21:00,177.0,DELAYED,56.0,B737,BUSINESS,6F,6ce6d505-86a2-4b39-a800-01a854f19960,M,46.0,US,2024-03-01 23:37:00,AGENCIA,TRANSFERENCIA,225.08,USD,225.08,1,0
108,CM,Copa Airlines,CM5280,MEX,BOG,2024-09-02 17:48:00,2024-09-03 02:54:00,411.0,DELAYED,134.0,A320,ECONOMY,21C,b3105eef-7238-4118-a845-270daf4969cd,M,29.0,PA,2024-07-28 11:00:00,APP,PUNTOS,106.23,GTQ,13.6,1,0
109,UA,United,UA3461,JFK,SAL,2025-06-22 16:14:00,2025-06-22 20:04:00,221.0,ON_TIME,0.0,A319,ECONOMY,34C,b1358e9f-7f7a-4db8-87bc-989c17c1c67b,M,23.0,GT,2025-05-14 06:45:00,AEROPUERTO,PUNTOS,74.97,USD,74.97,1,0
110,AV,Avianca,AV1719,MIA,SAP,2025-11-11 19:58:00,2025-11-12 05:05:00,372.0,DELAYED,169.0,B738,ECONOMY,17F,b2224830-6300-46d4-b309-e639d363dd22,F,27.0,GT,2025-11-03 21:51:00,CALL_CENTER,PAYPAL,83.82,USD,83.82,1,0
111,UA,United,UA3788,PTY,SAL,2024-04-06 03:35:00,,,CANCELLED,,B738,ECONOMY,,65ea8ba3-ffb5-4978-b4e2-5147ae457ef8,M,64.0,GT,2024-03-24 11:37:00,APP,PAYPAL,42.37,USD,42.37,0,0
112,DL,Delta,DL2733,GUA,PTY,2025-10-23 23:04:00,2025-10-24 04:00:00,193.0,DELAYED,90.0,A320,ECONOMY,19A,c0c779b8-ccd2-4e5a-84b9-7c1db46bacf1,M,42.0,MX,2025-07-30 02:54:00,AGENCIA,TRANSFERENCIA,46.32,MXN,2.69,3,2
113,AA,American Airlines,AA8571,MAD,BOG,2025-12-08 18:29:00,2025-12-09 03:39:00,347.0,DELAYED,183.0,B757,ECONOMY,35D,4599d69d-3363-49f9-8828-3d4b705747fb,F,27.0,CU,2025-08-16 18:32:00,APP,PAYPAL,119.24,EUR,129.97,0,0
114,AM,Aeromexico,AM7325,SJO,SAL,2025-06-09 07:03:00,2025-06-09 13:30:00,373.0,ON_TIME,0.0,CRJ9,PREMIUM_ECONOMY,15A,e2d1b773-59e3-4f00-aded-3e8624c80205,F,34.0,MX,2025-04-04 15:09:00,CALL_CENTER,EFECTIVO,75.41,USD,75.41,1,0
115,LA,Latam,LA4784,GUA,LIM,2025-03-08 17:40:00,2025-03-09 02:28:00,326.0,DELAYED,212.0,A321,ECONOMY,35F,605224a0-4b0b-4e60-b675-aaa214a32a3e,F,24.0,HN,2025-02-08 20:58:00,CALL_CENTER,TRANSFERENCIA,103.32,USD,103.32,0,0
116,DL,Delta,DL7913,SAP,SAL,2025-07-30 17:24:00,2025-07-31 00:34:00,414.0,ON_TIME,0.0,A319,ECONOMY,22A,765be883-52fe-446d-9515-525427d2265c,M,24.0,US,2025-04-29 07:18:00,CALL_CENTER,TARJETA,87.86,EUR,95.77,2,1
117,DL,Delta,DL2174,SAL,SAP,2024-10-27 21:45:00,2024-10-28 04:16:00,381.0,ON_TIME,0.0,A319,ECONOMY,35F,e071fa2a-2867-4b21-b27d-0b8a7a1f9357,M,34.0,CO,2024-09-19 06:54:00,APP,EFECTIVO,64.84,USD,64.84,2,1
118,AM,Aeromexico,AM7416,SJO,HAV,2024-03-30 15:18:00,2024-03-30 19:28:00,225.0,ON_TIME,0.0,CRJ9,ECONOMY,37F,b006ec69-f232-4eb3-ac2a-6120f3c8e4c9,F,61.0,HN,2024-02-22 01:27:00,WEB,PUNTOS,101.68,USD,101.68,1,0
119,FR,Ryanair,FR3171,LIM,CUN,2024-10-29 01:22:00,2024-10-29 08:04:00,166.0,DELAYED,214.0,E190,ECONOMY,38F,dc1f36c0-89c7-456c-9758-3b40d1a5aad1,F,7.0,PE,2024-04-09 04:02:00,AEROPUERTO,TARJETA,86.94,USD,86.94,1,0
120,BA,British Airways,BA8277,BOG,LAX,2024-04-02 16:54:00,2024-04-02 20:44:00,238.0,ON_TIME,0.0,B757,ECONOMY,20B,506b2d60-f750-4186-8712-fae143b892fc,F,25.0,GT,2024-02-19 02:09:00,APP,TARJETA,109.77,USD,109.77,1,0
121,UA,United,UA6144,SJO,SAL,2024-09-14 18:45:00,2024-09-14 22:32:00,214.0,ON_TIME,0.0,B767,BUSINESS,8E,9599ecb6-16b5-4411-b3a0-338e81d16fb6,X,23.0,CU,2024-12-09 15:03:00,AGENCIA,PAYPAL,172.13,USD,172.13,1,0
122,UA,United,UA2917,LAX,SAP,2025-02-03 03:41:00,2025-02-03 05:04:00,87.0,ON_TIME,0.0,B787,BUSINESS,8E,90f079a0-1ea2-4ebf-8a08-dc5cfd1f9dd3,F,40.0,US,2024-08-11 06:52:00,APP,PAYPAL,242.62,MXN,14.07,1,0
123,LA,Latam,LA8942,MAD,SAL,2024-12-16 09:35:00,2024-12-16 15:57:00,367.0,ON_TIME,0.0,B738,ECONOMY,37A,bfdc3d7a-43e3-493a-a359-28372e249d7a,M,18.0,CR,2024-06-12 09:58:00,WEB,TARJETA,72.45,USD,72.45,1,0
124,BA,British Airways,BA7558,PTY,SJO,2024-10-16 19:39:00,2024-10-16 21:40:00,50.0,DELAYED,46.0,E190,ECONOMY,16E,814e877a-3306-49e9-9cac-7e46e6a60746,M,27.0,HN,2024-10-05 10:26:00,AGENCIA,EFECTIVO,64.8,USD,64.8,1,0
125,BA,British Airways,BA5433,LIM,BCN,2025-01-13 09:53:00,2025-01-13 13:39:00,214.0,ON_TIME,0.0,B739,ECONOMY,19C,e280f892-12c5-4ff3-b374-da49b5288f8a,M,56.0,US,2024-12-02 18:25:00,AGENCIA,PUNTOS,93.85,GTQ,12.01,1,0
126,AA,American Airlines,AA9661,CUN,MEX,2025-05-16 09:57:00,2025-05-16 19:36:00,355.0,DELAYED,229.0,B767,PREMIUM_ECONOMY,15B,00a7e1d1-d5ce-4a1e-a150-68ccf5b4aff8,F,17.0,CU,2025-05-05 10:53:00,WEB,PUNTOS,151.62,GTQ,19.41,2,1
127,AM,Aeromexico,AM5310,BOG,MEX,2024-01-09 05:26:00,2024-01-09 15:31:00,384.0,DELAYED,216.0,E190,FIRST,3B,eba85334-86b6-45d3-b620-ac43e54b4bcd,M,61.0,MX,2023-12-16 10:50:00,APP,PAYPAL,444.26,EUR,484.24,0,0
128,IB,Iberia,IB1939,LIM,BCN,2025-02-26 19:25:00,2025-02-27 01:02:00,336.0,ON_TIME,0.0,B739,ECONOMY,34F,00646a27-ca70-4c0a-9cde-f1497d817828,F,14.0,PE,2024-11-01 11:52:00,CALL_CENTER,TRANSFERENCIA,68.75,MXN,3.99,1,0
129,CM,Copa Airlines,CM7724,BCN,PTY,2024-06-12 15:48:00,2024-12-06 21:35:00,347.0,ON_TIME,0.0,B757,ECONOMY,23A,6d5f0636-1f1e-4ca5-8582-a41b53657d55,F,50.0,MX,2024-05-24 19:16:00,WEB,PUNTOS,63.58,USD,63.58,1,0
130,DL,Delta,DL2136,PTY,LAX,2025-05-27 08:44:00,2025-05-27 13:56:00,306.0,ON_TIME,0.0,A320,ECONOMY,45D,6f4cbfc9-9319-48c7-874f-7a454e000c01,F,39.0,US,2025-07-04 20:36:00,WEB,TARJETA,106.82,USD,106.82,2,1
131,FR,Ryanair,FR5176,MAD,SAP,2025-02-09 11:36:00,2025-02-09 19:17:00,260.0,DELAYED,188.0,B757,ECONOMY,23D,6af23b7b-14a8-493b-a076-0632818301de,M,21.0,CR,2025-01-26 22:28:00,AGENCIA,PAYPAL,79.77,GTQ,10.21,2,1
132,WN,Southwest,WN5545,MAD,PTY,2025-03-14 14:12:00,2025-03-14 18:11:00,232.0,DIVERTED,0.0,E190,ECONOMY,22D,f65f0dd9-e679-4282-b6e8-d91c7c37bdba,F,0.0,PA,2025-02-19 02:37:00,AEROPUERTO,PAYPAL,56.91,USD,56.91,1,0
133,FR,Ryanair,FR9823,GUA,MEX,2025-09-16 18:31:00,2025-09-16 20:01:00,91.0,ON_TIME,0.0,B787,ECONOMY,18A,c9161d5d-c062-4f23-8e81-6c6526713a1e,M,30.0,SV,2025-06-30 16:45:00,CALL_CENTER,PAYPAL,52.63,USD,52.63,1,0
134,UA,United,UA9153,PTY,HAV,2024-01-01 05:21:00,2024-01-01 07:21:00,125.0,DIVERTED,0.0,A321,ECONOMY,27F,a783ca77-aae2-42d6-bf52-03ecc9ffd432,M,55.0,US,2023-10-26 04:34:00,UNKNOWN,TARJETA,49.38,USD,49.38,2,1
135,WN,Southwest,WN6537,HAV,SJO,2025-09-08 05:50:00,2025-09-08 11:35:00,339.0,ON_TIME,0.0,A321,BUSINESS,8D,8e1c70bd-21fb-4baa-8fdb-557f5fd82b47,F,28.0,PA,2025-06-11 14:53:00,AEROPUERTO,TARJETA,187.57,USD,187.57,1,0
136,AM,Aeromexico,AM6082,MIA,MAD,2024-06-18 18:22:00,2024-06-19 00:07:00,338.0,ON_TIME,0.0,B787,ECONOMY,45B,759b3436-5d17-4602-9c24-b4da5e65c8ba,F,52.0,UNKNOWN,2024-03-15 10:27:00,AGENCIA,EFECTIVO,49.28,USD,49.28,2,1
137,WN,Southwest,WN5622,LAX,SAL,2024-11-05 01:00:00,2024-11-05 03:36:00,158.0,ON_TIME,0.0,B737,PREMIUM_ECONOMY,14E,deddc282-69f2-4c54-bdd2-7d404d9eb65f,F,49.0,PE,2024-07-16 03:11:00,APP,PAYPAL,110.35,EUR,120.28,1,0
138,AM,Aeromexico,AM9304,MAD,JFK,2024-08-05 04:40:00,2024-08-05 09:16:00,275.0,ON_TIME,0.0,A319,BUSINESS,9B,03777968-587b-4168-b3f3-07a752fbc5d4,F,21.0,US,2024-05-24 14:46:00,CALL_CENTER,EFECTIVO,210.65,USD,210.65,3,2
139,CM,Copa Airlines,CM2746,PTY,MAD,2024-03-15 19:11:00,2024-03-15 23:57:00,275.0,ON_TIME,0.0,B757,ECONOMY,33C,f5fd5dad-02ba-4826-8cb0-330936c89cbe,M,36.0,SV,2024-01-29 21:33:00,APP,PUNTOS,66.02,USD,66.02,1,0
140,AA,American Airlines,AA7753,SAL,MAD,2024-05-05 19:53:00,2024-05-05 23:37:00,220.0,ON_TIME,0.0,B757,ECONOMY,38C,a0b8efdb-8d42-4ce0-84a3-f67b845e6966,F,34.0,ES,2024-12-01 05:04:00,AGENCIA,PUNTOS,71.17,USD,71.17,1,0
141,AA,American Airlines,AA9241,JFK,SJO,2025-04-25 02:15:00,2025-04-25 04:14:00,124.0,ON_TIME,0.0,B777,BUSINESS,6B,092d5833-c5fa-4e66-87ca-a86269d29d27,F,35.0,PA,2025-02-02 22:07:00,AEROPUERTO,EFECTIVO,225.92,USD,225.92,1,0
142,WN,Southwest,WN6386,JFK,MEX,2025-09-17 00:50:00,2025-09-17 02:38:00,90.0,ON_TIME,0.0,A321,ECONOMY,20C,5cdcfdef-7fe2-459b-bb79-d7db86b63392,M,54.0,MX,2025-08-02 15:20:00,AEROPUERTO,TARJETA,52.81,GTQ,6.76,1,0
143,B6,Jetblue,b62469,HAV,LIM,2025-06-22 23:41:00,2025-06-23 06:23:00,395.0,ON_TIME,0.0,B757,ECONOMY,41C,90f0f4b5-911f-4356-b72f-8e1425d1afae,M,61.0,SV,2025-05-29 19:23:00,WEB,PAYPAL,41.13,USD,41.13,1,0
144,AM,Aeromexico,AM7747,BCN,MIA,2025-06-25 07:48:00,2025-06-25 09:00:00,61.0,ON_TIME,0.0,B739,ECONOMY,20A,992d2abd-8680-4a3b-b992-c8113f0634fb,F,32.0,SV,2025-04-15 16:37:00,APP,TRANSFERENCIA,100.07,MXN,5.8,2,1
145,BA,British Airways,BA5545,LIM,GUA,2025-02-08 14:46:00,2025-02-08 16:39:00,107.0,ON_TIME,0.0,E190,ECONOMY,27A,53a7f846-6612-496c-a47a-91870dab9810,M,37.0,SV,2025-01-07 18:19:00,AGENCIA,TARJETA,65.5,USD,65.5,1,0
146,DL,Delta,DL2628,SJO,PTY,2025-02-20 14:21:00,2025-02-20 15:58:00,99.0,ON_TIME,0.0,B738,ECONOMY,33F,01b17b4b-51c7-4998-a06a-8372ddb431cb,F,31.0,PA,2024-11-18 08:20:00,CALL_CENTER,TRANSFERENCIA,68.54,GTQ,8.77,1,0
147,CM,Copa Airlines,CM1754,GUA,SAL,2025-08-25 16:09:00,2025-08-25 22:42:00,371.0,ON_TIME,0.0,B787,ECONOMY,16E,b5569b10-575d-41d4-b793-cd8055150b5e,F,26.0,US,2025-07-13 17:05:00,AEROPUERTO,PAYPAL,109.66,USD,109.66,1,0
148,CM,Copa Airlines,CM8512,BOG,BCN,2025-04-29 15:39:00,2025-04-29 22:29:00,404.0,ON_TIME,0.0,B777,ECONOMY,38A,c35441b1-07eb-43b6-a8dd-045b4be2faf0,F,38.0,US,2025-02-03 23:40:00,WEB,PAYPAL,63.91,MXN,3.71,0,0
149,FR,Ryanair,FR7055,JFK,BCN,2025-03-18 18:05:00,2025-03-19 00:11:00,365.0,ON_TIME,0.0,B737,ECONOMY,39A,1251657c-d120-4e52-99f6-97ef3b46b466,F,45.0,CU,2025-01-17 19:23:00,CALL_CENTER,TARJETA,90.7,USD,90.7,1,0
150,WN,Southwest,WN9539,SAP,BCN,2024-07-16 08:33:00,2024-07-16 12:40:00,229.0,ON_TIME,0.0,B738,ECONOMY,39A,c603d747-bbf2-4188-af88-f301168ea511,F,44.0,HN,2024-06-27 23:33:00,AGENCIA,EFECTIVO,101.53,USD,101.53,1,0
151,UA,United,UA6267,SAP,LAX,2024-02-29 23:08:00,2024-03-01 07:07:00,415.0,DELAYED,54.0,B739,ECONOMY,44F,052de2cb-6feb-4150-8410-28d168e64e33,F,23.0,SV,2023-12-14 02:49:00,WEB,PUNTOS,66.95,USD,66.95,2,1
152,WN,Southwest,WN8590,SJO,LIM,2024-06-20 11:57:00,2024-06-20 13:53:00,123.0,ON_TIME,0.0,B757,FIRST,2E,5db69d6b-c7ae-4016-b578-43c41caaa084,F,43.0,US,2024-04-25 02:07:00,CALL_CENTER,EFECTIVO,383.23,USD,383.23,0,0
153,AA,American Airlines,AA0226,MEX,GUA,2025-06-05 18:16:00,2025-05-06 22:49:00,256.0,ON_TIME,0.0,B738,ECONOMY,27E,d4874a92-9e4f-471a-bb97-c5783720c051,M,33.0,ES,2025-05-14 06:37:00,CALL_CENTER,PUNTOS,84.87,USD,84.87,0,0
154,UA,United,ua1768,SAP,MAD,2025-02-21 21:08:00,2025-02-21 23:44:00,153.0,ON_TIME,0.0,E190,ECONOMY,33D,47d30d52-e289-4d5f-b04b-e1d084a8bbea,F,50.0,MX,2024-11-23 22:26:00,WEB,PAYPAL,66.22,USD,66.22,1,0
155,WN,Southwest,WN0483,SJO,HAV,2024-03-18 08:44:00,2024-03-18 14:57:00,206.0,DELAYED,146.0,B737,ECONOMY,22E,887f89b6-0ee0-4fe9-b67e-5e58b7819fd3,F,41.0,GT,2024-12-03 00:45:00,AEROPUERTO,TRANSFERENCIA,75.89,USD,75.89,1,0
156,FR,Ryanair,FR2379,MEX,BCN,2024-03-09 04:37:00,2024-09-03 11:49:00,418.0,ON_TIME,0.0,A319,ECONOMY,43F,5fabbe9c-b8f6-4152-87e5-aa3c1941a56c,M,31.0,US,2023-12-26 00:10:00,AGENCIA,PUNTOS,119.65,USD,119.65,1,0
157,BA,British Airways,BA9908,MEX,CUN,2024-05-23 00:31:00,2024-05-23 07:22:00,207.0,DELAYED,205.0,A319,ECONOMY,29D,52f0fb9f-bf51-4b8f-8e5a-bf2b74b91fcd,M,44.0,CU,2024-01-23 01:14:00,APP,EFECTIVO,108.28,USD,108.28,1,0
158,DL,Delta,DL8606,MEX,HAV,2024-05-30 02:37:00,2024-05-30 05:09:00,160.0,ON_TIME,0.0,A320,BUSINESS,6D,17d56762-9356-486d-b226-595607810683,F,50.0,US,2024-02-22 20:33:00,APP,PAYPAL,180.51,MXN,10.47,1,0
159,AV,Avianca,AV6776,JFK,MAD,2025-02-06 21:19:00,2025-07-02 02:54:00,320.0,DIVERTED,0.0,B767,ECONOMY,28E,673c7c9c-a846-4aab-98db-4f764c922891,X,42.0,US,2024-12-30 06:54:00,AGENCIA,TRANSFERENCIA,73.07,USD,73.07,1,0
160,UA,United,UA2931,BCN,JFK,2024-11-03 01:04:00,2024-03-11 04:07:00,173.0,ON_TIME,0.0,B738,BUSINESS,10B,a6a11db7-ef25-4daf-b783-1f61185c7e93,F,38.0,SV,2024-02-24 02:36:00,AGENCIA,TARJETA,171.2,USD,171.2,1,0
161,CM,Copa Airlines,CM5719,LAX,CUN,2025-05-01 13:55:00,2025-05-01 17:10:00,137.0,DELAYED,61.0,E190,ECONOMY,40C,8c401e58-5576-41d1-ba5d-e796dba9375a,M,35.0,PA,2025-02-20 13:17:00,CALL_CENTER,EFECTIVO,100.31,USD,100.31,1,0
162,AM,Aeromexico,AM6780,SAL,BOG,2024-08-02 02:00:00,2024-08-02 03:56:00,100.0,DIVERTED,0.0,B787,ECONOMY,25E,3a8835ca-969c-493b-b685-8b425b17f533,F,23.0,CR,2023-11-25 08:49:00,CALL_CENTER,PUNTOS,169.41,USD,169.41,0,0
163,FR,Ryanair,FR6794,BOG,LIM,2024-03-09 02:16:00,2024-03-09 07:16:00,292.0,ON_TIME,0.0,B777,PREMIUM_ECONOMY,13E,d3a0ca6a-4e28-491e-bd22-3282f659e34b,X,20.0,CO,2023-11-10 21:37:00,AEROPUERTO,PAYPAL,71.89,USD,71.89,1,0
164,FR,Ryanair,FR7578,CUN,LIM,2025-06-19 22:51:00,2025-06-20 03:34:00,189.0,DELAYED,88.0,CRJ9,ECONOMY,33C,e31a440b-bb12-4816-bc08-c714563690fa,M,49.0,CO,2025-05-06 10:05:00,AEROPUERTO,PUNTOS,107.46,EUR,117.13,2,1
165,B6,Jetblue,B64959,SAP,CUN,2025-10-06 18:31:00,2025-10-06 22:22:00,206.0,ON_TIME,0.0,A321,ECONOMY,37C,04a870b5-dea8-4f62-9ac9-7ee01f4727ae,M,42.0,MX,2025-05-05 18:10:00,CALL_CENTER,PUNTOS,101.49,MXN,5.89,1,0
166,UA,United,UA8530,SAL,LIM,2024-12-10 16:32:00,2024-12-10 23:45:00,304.0,DELAYED,138.0,A320,ECONOMY,26D,0f057502-cc87-43e3-b923-0d84ec406d1d,F,33.0,ES,2024-09-01 06:23:00,WEB,PUNTOS,59.5,GTQ,7.62,0,0
167,UA,United,UA7713,LAX,SAP,2024-06-04 18:37:00,2024-06-04 21:08:00,143.0,ON_TIME,0.0,B757,ECONOMY,30F,d082680b-6f0c-4766-9b5a-652697b9b73e,M,34.0,MX,2024-04-29 15:37:00,AEROPUERTO,PUNTOS,64.26,USD,64.26,1,0
168,DL,Delta,DL5413,SJO,SAP,2025-04-08 00:30:00,2025-04-08 06:36:00,348.0,ON_TIME,0.0,B767,ECONOMY,42B,ab782df8-10be-40e2-a7bf-dd75543e7953,F,46.0,HN,2025-03-27 09:54:00,APP,TARJETA,77.36,MXN,4.49,2,1
169,AA,American Airlines,AA8922,MIA,LAX,2025-01-06 18:43:00,2025-06-01 23:24:00,281.0,ON_TIME,0.0,E190,ECONOMY,34B,6a23ad5a-04b4-4975-b083-eae55b58437f,M,23.0,SV,2024-11-25 01:02:00,WEB,TRANSFERENCIA,72.79,USD,72.79,1,0
170,B6,Jetblue,B63370,BCN,SAP,2024-03-29 19:07:00,2024-03-30 01:14:00,348.0,ON_TIME,0.0,B787,ECONOMY,30B,b652d07c-906e-4a07-add9-5ddc02a912cd,F,39.0,SV,2024-01-12 15:24:00,AEROPUERTO,PAYPAL,66.87,USD,66.87,1,0
171,LA,Latam,LA3084,SAP,SAL,2025-12-11 19:02:00,2025-12-11 22:38:00,221.0,ON_TIME,0.0,B739,ECONOMY,32D,680fd157-e045-46c4-bad2-5dab47b9e5c5,F,23.0,GT,2025-10-24 01:59:00,WEB,PUNTOS,88.7,MXN,5.14,1,0
172,FR,Ryanair,FR8221,MEX,LAX,2024-04-14 07:06:00,2024-04-14 07:50:00,50.0,ON_TIME,0.0,B787,ECONOMY,44D,4f74f312-81ae-46af-9b24-8cfffd92ff18,M,37.0,MX,2024-03-04 02:25:00,UNKNOWN,PAYPAL,68.21,MXN,3.96,1,0
173,B6,Jetblue,B67688,BCN,SJO,2025-07-01 11:57:00,2025-07-01 15:47:00,233.0,ON_TIME,0.0,B739,BUSINESS,4B,cf6a862d-febf-4217-a203-f4e245dae34d,F,27.0,ES,2025-01-05 19:52:00,AEROPUERTO,PUNTOS,194.35,USD,194.35,1,0
174,IB,Iberia,IB7318,CUN,GUA,2024-01-28 10:31:00,2024-01-28 19:54:00,400.0,DELAYED,154.0,CRJ9,ECONOMY,36D,7ff81463-1eb0-436c-9928-ccbcd9ed3953,M,15.0,GT,2023-11-04 00:40:00,AEROPUERTO,TARJETA,49.77,USD,49.77,0,0
175,WN,Southwest,WN7776,GUA,BOG,2024-09-23 07:08:00,2024-09-23 08:35:00,88.0,ON_TIME,0.0,B757,PREMIUM_ECONOMY,14D,3f151d48-1aba-43b2-a1c4-0d4066929665,M,24.0,PA,2024-06-21 10:58:00,APP,PUNTOS,102.05,GTQ,13.06,1,0
176,CM,Copa Airlines,CM0174,MIA,HAV,2025-06-11 00:02:00,2025-06-11 03:51:00,206.0,ON_TIME,0.0,A320,ECONOMY,45E,75242dae-f128-4b22-a310-00c85e208957,M,38.0,PE,2025-03-23 03:08:00,AGENCIA,TRANSFERENCIA,136.51,USD,136.51,2,1
